node_id,neighbors
721850,[107320, 428407, 477360, 713261, 345991, 840151, 139822, 975380, 952092, 960222, 231788, 158507, 569584, 352046, 899530, 401838, 332056, 188733, 556870, 990621, 453279, 924948, 34618, 520914, 901682, 1449, 720894, 133375, 695809, 174090]
541932,[352412, 293876, 564215, 626829, 842271, 322022, 813569, 344527, 187482, 872847, 751749, 388733, 87237, 962221, 968727, 787272, 942155, 383464, 712877, 719621, 942513, 991792, 602719, 972987, 911068, 516611, 719805, 609098, 543358, 812620]
753745,[12686, 100764, 436006, 916610, 126505, 388540, 668850, 34357, 579271, 131048, 151323, 729240, 787436, 822012, 385288, 831983, 955287, 874437, 974218, 488290, 155921, 431149, 408301, 560207, 224829, 708726, 464644, 207901, 449758, 343540]
72029,[482147, 14910, 971994, 723572, 321243, 378211, 388807, 535552, 807675, 453687, 79902, 754864, 742110, 410751, 925539, 865394, 972979, 477914, 805735, 329926, 186227, 741723, 427452, 858305, 73578, 63024, 783373, 854408, 613948, 560198]
922271,[825830, 656818, 214041, 340167, 150661, 179700, 807343, 922348, 790831, 344657, 76658, 627657, 671065, 963078, 705658, 82583, 686454, 887413, 328336, 797484, 704724, 664109, 442986, 334330, 439360, 801421, 471251, 72472, 106953, 828168]
414937,[342875, 281354, 197726, 275861, 969568, 708147, 730294, 809245, 907342, 106622, 940167, 377708, 667630, 512538, 22686, 342799, 917299, 770262, 193198, 802586, 560766, 501183, 315030, 100295, 348355, 371154, 527966, 52545, 196635, 434116]
937354,[219624, 757119, 425598, 855464, 275472, 607303, 493187, 89081, 682575, 674695, 642261, 319484, 139072, 853325, 601998, 43402, 205128, 349972, 22771, 591238, 730942, 642263, 690965, 111548, 531010, 936921, 276857, 1409, 790360, 186227]
842271,[293876, 344527, 352412, 813569, 626829, 187482, 751749, 541932, 564215, 968727, 383464, 388733, 719621, 322022, 872847, 712877, 87237, 972987, 911068, 516611, 543358, 962221, 991792, 826272, 719805, 942513, 737199, 824537, 107745, 602719]
244536,[2366, 938239, 436427, 151630, 662244, 617550, 260109, 975857, 705218, 168043, 695200, 355023, 266519, 469020, 430415, 866306, 327860, 159170, 629584, 117498, 433728, 233918, 706752, 523245, 450175, 80848, 493159, 144436, 252, 84965]
168763,[841329, 455566, 295110, 643432, 405830, 926512, 37576, 284421, 447938, 189468, 181655, 532121, 308917, 192084, 535617, 363708, 451013, 945116, 541527, 942989, 560410, 567565, 805432, 515990, 588838, 254571, 342591, 579763, 473400, 901745]
709065,[646332, 798920, 589644, 396312, 881163, 463968, 542349, 662954, 843919, 262208, 92855, 94714, 396221, 543358, 966367, 571783, 824537, 789830, 727800, 612337, 325982, 445306, 911068, 785904, 259923, 622036, 737199, 516611, 916520, 826272]
508180,[348355, 296692, 434116, 788001, 106841, 250537, 518912, 935376, 252, 430415, 802586, 917299, 450175, 562104, 308182, 52545, 809245, 523245, 652855, 371154, 432627, 106622, 969568, 245795, 770262, 275861, 940167, 516209, 907342, 708147]
376722,[484121, 664041, 827155, 10010, 699263, 116022, 980613, 473400, 148935, 901745, 93087, 742723, 945116, 21752, 567565, 580056, 987818, 192084, 181655, 284421, 25074, 407785, 924948, 254571, 556870, 922786, 520914, 623581, 723257, 989681]
764452,[525900, 223270, 492125, 159303, 892138, 352886, 852112, 905002, 405406, 644546, 937070, 314105, 789048, 450701, 684189, 701985, 600418, 527093, 137761, 274337, 380961, 761871, 426285, 187027, 453897, 889484, 505170, 93845, 363727, 26217]
936004,[729344, 967964, 67220, 847133, 727219, 781368, 27413, 111751, 601640, 581944, 350959, 382641, 84965, 22665, 954672, 43261, 220880, 287458, 887755, 990094, 67659, 170332, 978922, 901479, 245795, 618262, 333817, 265525, 889527, 298868]
218952,[250252, 172075, 122620, 147550, 121172, 645193, 532479, 282240, 629516, 487811, 599544, 405772, 102207, 42633, 63024, 814100, 301821, 864148, 329926, 517391, 858305, 393261, 53116, 783373, 560198, 73578, 933444, 453687, 57037, 274866]
63967,[812620, 378606, 363358, 49887, 592998, 787272, 197948, 942155, 11986, 364429, 55467, 962221, 609098, 380961, 754089, 450701, 761871, 322022, 644546, 942513, 388733, 902903, 223270, 872847, 626829, 852112, 905002, 87237, 63566, 892138]
310009,[240368, 362342, 829141, 599300, 160353, 216824, 594741, 772713, 309127, 653812, 153199, 492435, 748451, 716653, 450705, 353224, 422312, 705025, 376357, 866099, 949560, 2974, 948089, 816607, 936304, 714930, 158480, 388521, 161929, 450600]
197349,[19119, 598750, 191899, 103703, 420584, 381214, 509546, 249407, 53116, 982735, 560198, 783373, 694724, 730956, 276857, 111548, 742110, 42633, 349972, 22771, 807675, 472070, 645193, 502502, 205128, 858305, 865394, 402977, 388807, 318295]
463968,[646332, 396312, 843919, 92855, 542349, 571783, 709065, 916520, 490931, 612337, 662954, 259923, 881163, 737199, 94714, 589644, 824537, 779514, 798920, 516611, 972987, 966367, 911068, 445306, 587375, 334261, 688701, 240128, 262208, 727800]
708726,[408254, 579271, 488290, 955287, 777870, 874437, 915478, 820442, 175915, 224829, 943193, 787436, 131048, 431149, 194881, 916610, 385288, 872580, 155921, 381986, 126505, 919208, 126980, 12686, 730759, 660149, 560207, 919309, 831983, 599095]
120759,[90374, 257423, 43402, 730942, 51145, 825921, 31198, 275472, 103263, 579763, 682575, 748073, 826848, 485879, 494930, 560410, 541527, 784844, 607303, 881631, 1409, 642261, 956855, 690965, 591238, 476797, 60408, 139072, 451013, 865671]
761871,[93845, 905002, 26217, 754089, 902903, 684189, 363358, 644546, 675826, 137761, 364429, 609098, 450701, 492125, 426285, 592998, 197948, 355680, 352844, 352886, 247258, 942513, 764452, 525900, 811035, 144690, 223270, 49887, 686095, 505170]
949606,[493159, 61937, 686824, 905138, 710548, 854898, 775776, 629584, 359221, 866306, 960739, 632846, 874606, 371154, 327860, 159170, 260109, 252, 483986, 52545, 618262, 290340, 617550, 215004, 355023, 770262, 695200, 706752, 100295, 499666]
218367,[520478, 139550, 357069, 1240, 574245, 123980, 441811, 20830, 714634, 816091, 924627, 743925, 618340, 376632, 958561, 25905, 274866, 917754, 206664, 837464, 361118, 766572, 517391, 599544, 933444, 393261, 301821, 121172, 282240, 250252]
70285,[389113, 705658, 344657, 922348, 403495, 807343, 671065, 790831, 179700, 521895, 801421, 686454, 214041, 922271, 442986, 656818, 745147, 825830, 963078, 480990, 76658, 915354, 801262, 439360, 821270, 340167, 150661, 72472, 526186, 627657]
111751,[245795, 382641, 729344, 84965, 936004, 967964, 52545, 518912, 710548, 601640, 450, 978922, 990094, 560766, 100295, 186884, 788001, 350959, 618262, 469020, 747018, 266519, 22665, 744935, 854898, 371154, 499666, 67220, 917299, 252]
329926,[858305, 42633, 378211, 723572, 427452, 783373, 814100, 645193, 63024, 629516, 14910, 102207, 742110, 560198, 925539, 388807, 453687, 807675, 936921, 147550, 321243, 754864, 410751, 53116, 72029, 482147, 487811, 218952, 509546, 57037]
681362,[244650, 322101, 979570, 65077, 72472, 403901, 471251, 414711, 137054, 439360, 130393, 887413, 728499, 526186, 828168, 627657, 328336, 442961, 560915, 654044, 692693, 745147, 190032, 963078, 66031, 319190, 544702, 549054, 131953, 728689]
632846,[874606, 960739, 215004, 629584, 775776, 706752, 159170, 573648, 846472, 493159, 483986, 220197, 395604, 950574, 949606, 327860, 695200, 233918, 710548, 618262, 686824, 80848, 462691, 866306, 631615, 889527, 946729, 260109, 617550, 550107]
579763,[31198, 560410, 189468, 541527, 451013, 494930, 825921, 257423, 748073, 120759, 405830, 103263, 90374, 363708, 881631, 588838, 476797, 455566, 43402, 784844, 51145, 705710, 205088, 942989, 313780, 926512, 730942, 533608, 168763, 714765]
889484,[187027, 701985, 579696, 589184, 527093, 424579, 528475, 49848, 828414, 691575, 782902, 537746, 405406, 11700, 682989, 426285, 274337, 137761, 352886, 987069, 162928, 247258, 69411, 937070, 958417, 600418, 519060, 141915, 108978, 681493]
919208,[431149, 560207, 155921, 787436, 955287, 175915, 385288, 831983, 919309, 915478, 207901, 916610, 708726, 408254, 123361, 579271, 126505, 131048, 482092, 596032, 599095, 388540, 488290, 696690, 872580, 456807, 820442, 194881, 12686, 627443]
621781,[55126, 755320, 545953, 502444, 749862, 468031, 289846, 351637, 34618, 720894, 270397, 382769, 1449, 133375, 618163, 332056, 877347, 130263, 318813, 952092, 352046, 174090, 188733, 367628, 800056, 577261, 661090, 901682, 517455, 330069]
123601,[139832, 543220, 480990, 856532, 949834, 729657, 801421, 399799, 76658, 821270, 686454, 828168, 230028, 442986, 890579, 797484, 137054, 176260, 980728, 801262, 51332, 671065, 790831, 807343, 157947, 567963, 704724, 549054, 600851, 883857]
945251,[696225, 866099, 974218, 376357, 822012, 34357, 422312, 729240, 705025, 748451, 100764, 936304, 309127, 653812, 531645, 226799, 753745, 816607, 948089, 668850, 2974, 12686, 354831, 436006, 686907, 829141, 6137, 362777, 902940, 126980]
25074,[580056, 567565, 945116, 363708, 989681, 313780, 588838, 6966, 881631, 473400, 148935, 825921, 254571, 284421, 723257, 926512, 836673, 560410, 682318, 405830, 960400, 181655, 476797, 541527, 753374, 206331, 873705, 826848, 748073, 31198]
148273,[720957, 641536, 331276, 935935, 757856, 65653, 117023, 96739, 705588, 335985, 650695, 827019, 243870, 62826, 131953, 608166, 952687, 543688, 326985, 477478, 987069, 514916, 891556, 319190, 413035, 329380, 190032, 313931, 654044, 558707]
433728,[144436, 168043, 117498, 151630, 436427, 149320, 975857, 662244, 469020, 244536, 266519, 170332, 440244, 705218, 298928, 617550, 298868, 695200, 2366, 80848, 887755, 233918, 601640, 938239, 761371, 926497, 260109, 462691, 706752, 889527]
531010,[139072, 601998, 349972, 111548, 22771, 690965, 89081, 493187, 186227, 925539, 694724, 1409, 682575, 865671, 730956, 742110, 607303, 784844, 249407, 956194, 502502, 757119, 276857, 275472, 319484, 205128, 535552, 219624, 60408, 865394]
82583,[664109, 797484, 150661, 627657, 106953, 340167, 334330, 887413, 812466, 328336, 471251, 825830, 974961, 704724, 980728, 856532, 922271, 979570, 76658, 137054, 395884, 656818, 403901, 51332, 333347, 986597, 828168, 72472, 65077, 414711]
667630,[907342, 281354, 560766, 917299, 512538, 342875, 100295, 730294, 193198, 450, 52545, 315030, 770262, 22686, 414937, 275861, 527966, 106622, 245795, 708147, 371154, 809245, 382641, 940167, 684964, 969568, 442487, 744935, 186884, 802586]
742723,[901745, 987818, 181655, 473400, 284421, 980613, 254571, 484121, 489639, 699263, 37576, 664041, 775929, 21752, 10010, 376722, 567565, 827155, 192084, 945116, 926512, 535617, 295110, 695809, 21570, 520914, 665875, 455566, 841329, 148935]
974961,[395884, 334330, 812466, 677, 106953, 40537, 82583, 328336, 664109, 544702, 887413, 847257, 340167, 324993, 986597, 333347, 150661, 324080, 797484, 471251, 627657, 979570, 190032, 414711, 825830, 65077, 656818, 704724, 980728, 922271]
948089,[653812, 354831, 2974, 376357, 772713, 478637, 422312, 309127, 816607, 216824, 705025, 788836, 594741, 450705, 353224, 902940, 531645, 936304, 714930, 240368, 362777, 974218, 945251, 748451, 310009, 866099, 518622, 829141, 716653, 696225]
42633,[645193, 629516, 858305, 102207, 329926, 783373, 53116, 814100, 147550, 560198, 936921, 218952, 509546, 427452, 57037, 694724, 742110, 63024, 378211, 723572, 249407, 925539, 276857, 122620, 807675, 14910, 388807, 532479, 172075, 250252]
96739,[952687, 608166, 720957, 313931, 641536, 431412, 148273, 335985, 117023, 18654, 650695, 331276, 65653, 360698, 602135, 935935, 827019, 70857, 757856, 131953, 406087, 987069, 501835, 705588, 687466, 258213, 324993, 243870, 537746, 991365]
916610,[126505, 787436, 955287, 12686, 131048, 579271, 385288, 155921, 431149, 753745, 831983, 560207, 388540, 436006, 488290, 708726, 874437, 100764, 408254, 151323, 919208, 224829, 207901, 175915, 777870, 668850, 729240, 34357, 408301, 915478]
63024,[453687, 73578, 754864, 405772, 487811, 864148, 329926, 410751, 321243, 645193, 388807, 14910, 858305, 532479, 723572, 378211, 218952, 807675, 42633, 301821, 560198, 783373, 683383, 517391, 121172, 250252, 122620, 814100, 629516, 147550]
612337,[94714, 542349, 92855, 966367, 688701, 662954, 490931, 445306, 843919, 727800, 687466, 463968, 571783, 779514, 891556, 916520, 235599, 785904, 326985, 646332, 789830, 112600, 564992, 256826, 329380, 413035, 334261, 325982, 757856, 66164]
52545,[371154, 560766, 252, 100295, 770262, 854898, 245795, 905138, 61937, 710548, 907342, 667630, 917299, 949606, 22686, 111751, 382641, 348355, 518912, 359221, 430415, 442487, 106622, 493159, 450, 788001, 708147, 686824, 290340, 275861]
102207,[629516, 814100, 42633, 147550, 645193, 858305, 57037, 329926, 936921, 218952, 53116, 122620, 783373, 427452, 172075, 63024, 694724, 560198, 250252, 276857, 378211, 487811, 509546, 723572, 282240, 742110, 925539, 249407, 532479, 319484]
680810,[413035, 98104, 326985, 329380, 891556, 37021, 426493, 860638, 785904, 543688, 62826, 741954, 966367, 689248, 564992, 727800, 558707, 325982, 477478, 94714, 757856, 396221, 789830, 728689, 662954, 612337, 705588, 331276, 148273, 442961]
560766,[100295, 52545, 371154, 770262, 667630, 907342, 442487, 22686, 854898, 450, 61937, 905138, 512538, 744935, 382641, 315030, 710548, 281354, 245795, 684964, 747018, 342875, 252, 949606, 527966, 917299, 708147, 499666, 106622, 275861]
428407,[345991, 721850, 107320, 840151, 477360, 952092, 139822, 713261, 352046, 975380, 231788, 901682, 332056, 401838, 720894, 990621, 569584, 1449, 924948, 960222, 188733, 899530, 158507, 556870, 34618, 289846, 661090, 133375, 520914, 453279]
324993,[544702, 677, 986597, 190032, 40537, 650695, 117023, 812466, 360698, 847257, 324080, 65077, 406087, 395884, 131953, 974961, 979570, 414711, 319190, 403901, 935935, 328336, 471251, 641536, 827019, 887413, 18654, 243870, 334330, 720957]
666580,[352888, 117954, 542699, 975448, 287458, 6137, 322591, 781806, 265525, 744935, 686907, 226799, 220880, 684964, 901479, 747018, 767103, 939034, 79037, 990094, 945761, 450, 531645, 581944, 580333, 527966, 875796, 126980, 499666, 119773]
924627,[376632, 958561, 25905, 917754, 816091, 837464, 274866, 1240, 714634, 618340, 441811, 123980, 743925, 766572, 357069, 139550, 933444, 206664, 574245, 20830, 520478, 218367, 361118, 393261, 517391, 35726, 894701, 301821, 121172, 405772]
403901,[471251, 137054, 979570, 681362, 65077, 549054, 319190, 828168, 190032, 72472, 627657, 986597, 322101, 887413, 797484, 414711, 244650, 131953, 692693, 328336, 867239, 82583, 130393, 664109, 544702, 812466, 203612, 526186, 728499, 827019]
342875,[281354, 730294, 414937, 907342, 512538, 667630, 275861, 708147, 22686, 106622, 940167, 197726, 193198, 315030, 809245, 969568, 560766, 770262, 100295, 527966, 917299, 377708, 450, 371154, 52545, 684964, 580333, 802586, 442487, 342799]
720894,[749862, 755320, 1449, 289846, 502444, 952092, 545953, 133375, 901682, 661090, 352046, 55126, 332056, 130263, 621781, 34618, 367628, 270397, 139822, 428407, 188733, 840151, 345991, 975380, 517455, 174090, 231788, 721850, 800056, 318813]
368675,[400477, 63566, 325313, 779182, 379238, 860658, 349893, 602719, 107745, 101104, 686095, 352323, 909478, 781266, 991792, 638280, 355680, 87237, 587375, 352844, 712877, 125856, 872847, 240128, 719805, 334261, 609098, 842407, 866647, 112600]
483986,[618262, 950574, 775776, 631615, 22665, 632846, 550107, 350959, 889527, 384007, 874606, 629584, 233918, 215004, 499666, 119773, 706752, 710548, 990094, 493159, 573648, 960739, 717035, 949606, 159170, 846472, 80848, 220197, 946729, 395604]
741723,[477914, 972979, 933359, 42648, 613948, 805735, 971994, 348650, 535552, 482147, 72029, 886469, 627539, 79902, 657667, 865394, 533608, 784844, 854408, 714765, 183927, 103263, 186227, 494930, 1409, 755914, 321243, 690965, 14910, 298243]
664109,[82583, 797484, 106953, 980728, 150661, 856532, 627657, 334330, 704724, 51332, 340167, 471251, 333347, 812466, 887413, 76658, 328336, 974961, 825830, 137054, 543220, 395884, 403901, 986597, 510667, 139832, 828168, 922271, 979570, 549054]
776506,[290340, 196635, 359221, 770262, 940167, 106622, 708147, 371154, 252, 905138, 450175, 22686, 275861, 501183, 430415, 308182, 686824, 61937, 355023, 854898, 83873, 866306, 348355, 935376, 949606, 52545, 809245, 907342, 197726, 493159]
410751,[388807, 321243, 807675, 453687, 754864, 73578, 560198, 63024, 482147, 79902, 472070, 723572, 72029, 14910, 971994, 402977, 742110, 783373, 378211, 865394, 329926, 854408, 858305, 683383, 405772, 509546, 571695, 348650, 42633, 645193]
150661,[340167, 825830, 922271, 82583, 656818, 76658, 664109, 627657, 797484, 704724, 334330, 106953, 214041, 887413, 328336, 179700, 807343, 980728, 812466, 790831, 471251, 686454, 856532, 974961, 963078, 922348, 671065, 139832, 344657, 543220]
80848,[706752, 395604, 462691, 298928, 215004, 233918, 846472, 946729, 573648, 220197, 695200, 159170, 889527, 874606, 975857, 632846, 662244, 617550, 298868, 629584, 960739, 384007, 483986, 260109, 926497, 775776, 887755, 149320, 327860, 717035]
772716,[805432, 342591, 105886, 308917, 643432, 137438, 447938, 518800, 841329, 245283, 162151, 364299, 168763, 795361, 796826, 532121, 660922, 665875, 295110, 192084, 455566, 535617, 602081, 75122, 942989, 405830, 614992, 86600, 37576, 181655]
600662,[650354, 280211, 211390, 893403, 958417, 71468, 473277, 225302, 141915, 179073, 825694, 108978, 519060, 11700, 416529, 997701, 244743, 368139, 453897, 274337, 956604, 783297, 744555, 746953, 647697, 72593, 528475, 49848, 448318, 589184]
168043,[151630, 436427, 144436, 433728, 244536, 705218, 975857, 662244, 2366, 938239, 117498, 617550, 695200, 260109, 266519, 469020, 149320, 355023, 80848, 233918, 159170, 523245, 706752, 298928, 327860, 462691, 395604, 170332, 866306, 298868]
980613,[664041, 10010, 987818, 742723, 376722, 484121, 116022, 21752, 901745, 473400, 775929, 922786, 827155, 93087, 148935, 699263, 254571, 265797, 730562, 181655, 284421, 567565, 695809, 836673, 945116, 723257, 474713, 270272, 580056, 489639]
510667,[51332, 448318, 980728, 333347, 567963, 856532, 398392, 681493, 176260, 647697, 106953, 883857, 543220, 664109, 704724, 139832, 770432, 797484, 949834, 108978, 682989, 82583, 783297, 230028, 825694, 392240, 691575, 71468, 782902, 549054]
748451,[866099, 829141, 974218, 816607, 716653, 949560, 714930, 153199, 653812, 216824, 34357, 362342, 464644, 450705, 353224, 945251, 100764, 376357, 310009, 160353, 594741, 772713, 436006, 753745, 388540, 63339, 807288, 388521, 408301, 822012]
190450,[45179, 925585, 639719, 552589, 541606, 398941, 347374, 910987, 769488, 889664, 612658, 790360, 642263, 591238, 588629, 822753, 541567, 777064, 956855, 753374, 674695, 642261, 956194, 682318, 746161, 318295, 230640, 51145, 990630, 485879]
69411,[828414, 514916, 203612, 477478, 867239, 65653, 987069, 827019, 62826, 558707, 692693, 88556, 757856, 162928, 579696, 319190, 131953, 782902, 691575, 335985, 682989, 889484, 564992, 860638, 720957, 329380, 247258, 641536, 890579, 148273]
381986,[660149, 943193, 820442, 777870, 730759, 224829, 194881, 767103, 872580, 488290, 126980, 874437, 708726, 408254, 124544, 875796, 579271, 915478, 599095, 322591, 975448, 686907, 502122, 131048, 955287, 123361, 174994, 27413, 175915, 919309]
517455,[367628, 800056, 661090, 93627, 282491, 951949, 318813, 289846, 330069, 352046, 740759, 577261, 749862, 776841, 952092, 755320, 468031, 720894, 351637, 621781, 545953, 188733, 34618, 502444, 345991, 549561, 55126, 332056, 1449, 713261]
87237,[872847, 602719, 991792, 107745, 368675, 349893, 813569, 712877, 962221, 101104, 400477, 187482, 63566, 781266, 779182, 609098, 388733, 719805, 379238, 325313, 909478, 968727, 942513, 587375, 240128, 860658, 352844, 972987, 516611, 719621]
206672,[333817, 561144, 706822, 174994, 673895, 524629, 376200, 767634, 781368, 27413, 456807, 847133, 481549, 288666, 569639, 123361, 727219, 761371, 502122, 32874, 67659, 760460, 599095, 67220, 954672, 919309, 926497, 872580, 820442, 440244]
1240,[357069, 139550, 520478, 218367, 123980, 441811, 574245, 924627, 714634, 20830, 816091, 618340, 743925, 376632, 25905, 958561, 274866, 917754, 837464, 206664, 766572, 361118, 517391, 933444, 393261, 599544, 301821, 121172, 35726, 250252]
949834,[230028, 176260, 399799, 543220, 883857, 139832, 392240, 123601, 991583, 770432, 521341, 567963, 985459, 600851, 856532, 821270, 157947, 289755, 808206, 980728, 801262, 51332, 232154, 76658, 510667, 704724, 448318, 291942, 398392, 686454]
